order_id,customer_id,email,phone,country,status,total_amount,discount_amount,refund_amount,order_date,ship_date
1019.0,53.0,user53@example.com,010-4716-4414,Japan,cancelled,480586.0,56034.0,317447.0,2025-01-23,2025-01-25
1020.0,2.0,user2@example.com,010-2448-1570,USA,delivered,210874.0,10355.0,0.0,2025-01-25,2025-01-28
1021.0,88.0,user88@example.com,010-3904-3505,South Korea,delivered,-50000.0,34817.0,0.0,2025-01-24,2025-01-28
1022.0,158.0,user158@example.com,010-1917-7982,France,cancelled,316239.0,88071.0,260280.0,2024-12-27,2024-12-30
1023.0,38.0,user38@example.com,010-8427-7336,Germany,delivered,368998.0,74831.0,0.0,2025-01-03,2025-01-08
1024.0,130.0,user130@example.com,010-2678-1615,South Korea,shipped,385023.0,57297.0,0.0,2025-01-20,2025-01-21
1025.0,192.0,user192@example.com,010-8086-5749,South Korea,shipped,254898.0,972.0,0.0,2024-12-01,2024-12-05
1026.0,188.0,user188@example.com,01012345678,France,delivered,273934.0,81557.0,0.0,2025-01-01,2025-01-05
1027.0,21.0,user21@example.com,010-2135-9566,Japan,delivered,259428.0,52258.0,0.0,2024-12-25,2024-12-30
1028.0,161.0,user161@example.com,010-8226-6162,Japan,delivered,296089.0,28151.0,0.0,2024-12-29,2025-01-01
1029.0,58.0,user58@example.com,010-1206-5875,USA,delivered,19550.0,5157.0,0.0,2024-12-07,2024-12-08
1030.0,22.0,user22@example.com,010-2319-2141,USA,delivered,200780.0,15566.0,0.0,2025-01-18,2025-01-21
1031.0,89.0,user89@example.com,010-5627-8389,KR,delivered,305063.0,49788.0,0.0,2024-12-03,2024-12-05
1032.0,49.0,user49@example.com,010-3690-8323,France,delivered,300873.0,57413.0,0.0,2024-12-20,2024-12-23
1033.0,59.0,user59@example.com,010-4255-9281,Germany,delivered,397513.0,26363.0,0.0,2024-12-20,2024-12-24
1034.0,170.0,user170@example.com,010-6213-5108,USA,cancelled,329230.0,96635.0,301084.0,2025-01-22,2025-01-23
1035.0,188.0,user188@example.com,010-4020-2857,Germany,delivered,496106.0,111355.0,0.0,2024-12-30,2025-01-02
1036.0,15.0,user15@example.com,010-9996-3789,USA,shipped,145508.0,24350.0,0.0,2025-01-04,2025-01-05
1037.0,190.0,user190@example.com,010-4875-8605,Japan,delivered,182780.0,9903.0,0.0,2025-01-04,2025-01-05
1038.0,190.0,user190@example.com,010-9135-7055,South Korea,delivered,195004.0,3151.0,0.0,2025-01-18,2025-01-20
1039.0,175.0,user175@example.com,010-4882-8175,Germany,delivered,235577.0,22620.0,0.0,2025-01-08,2025-01-10
1040.0,190.0,user190@example.com,010-8129-6021,Germany,delivered,418819.0,94635.0,0.0,2024-12-27,2024-12-31
1041.0,51.0,user51@example.com,010-5735-3387,USA,delivered,100000.0,9835.0,600000.0,2024-12-26,2024-12-31
1042.0,108.0,user108@example.com,010-7582-6866,Germany,delivered,389120.0,62986.0,0.0,2024-12-14,2024-12-15
1043.0,55.0,user55@example.com,010-3566-1975,USA,shipped,205629.0,44906.0,0.0,2024-12-17,2024-12-22
1044.0,64.0,user64@example.com,010-8212-2262,South Korea,delivered,302918.0,9809.0,0.0,2024-12-18,2024-12-22
1045.0,131.0,user131@example.com,010-6047-8382,South Korea,pending,318108.0,65400.0,0.0,2025-01-14,2025-01-15
1046.0,51.0,missing@,010-7231-4327,South Korea,delivered,189560.0,5225.0,0.0,2025-01-21,2025-01-22
1047.0,135.0,user135@example.com,010-6630-3259,South Korea,shipped,258745.0,74917.0,0.0,2024-12-29,2025-01-04
1048.0,21.0,user21@example.com,010-2257-1464,South Korea,cancelled,209450.0,30688.0,145295.0,2024-12-20,2024-12-25
1049.0,73.0,user73@example.com,010-4294-7774,USA,delivered,39221.0,1773.0,0.0,2025-01-22,2025-01-25
1050.0,167.0,user167@example.com,010-8431-2230,South Korea,cancelled,221397.0,22741.0,155409.0,2024-12-27,2024-12-29
1051.0,18.0,user18@example.com,+82-10-1234-5678,USA,cancelled,53210.0,6599.0,28670.0,2024-12-18,2024-12-21
1052.0,132.0,user132@example.com,010-6750-4856,South Korea,cancelled,205485.0,46739.0,158484.0,2024-12-04,2024-12-09
1053.0,89.0,user89@example.com,010-4135-7953,USA,cancelled,298495.0,66572.0,277860.0,2024-12-01,2024-12-03
1054.0,60.0,user60@example.com,010-7034-5589,South Korea,delivered,291810.0,53571.0,0.0,2025-01-19,2025-01-22
1055.0,14.0,user14@example.com,010-2546-7065,South Korea,delivered,332998.0,10582.0,0.0,2024-12-01,2024-12-07
,9.0,user9@example.com,010-2094-3411,Japan,shipped,52154.0,2371.0,0.0,2025-01-27,2025-01-29
1057.0,90.0,user90@example.com,010-3617-9954,USA,shipped,327801.0,9220.0,0.0,2024-12-26,2024-12-27
1058.0,53.0,user53@example.com,010-5145-3775,South Korea,delivered,159513.0,27620.0,0.0,2025-01-14,2025-01-17
1059.0,130.0,user130@example.com,010-7628-4155,France,delivered,202528.0,53294.0,0.0,2024-12-20,2024-12-22
1060.0,84.0,user84@example.com,010-4970-8972,South Korea,delivered,429703.0,55922.0,0.0,2025-01-21,2025-01-27
1061.0,92.0,user92@example.com,010-9775-6415,대한민국,delivered,9470.0,457.0,0.0,2024-12-23,2024-12-25
1062.0,111.0,user111@example.com,010-5331-2942,France,cancelled,296264.0,49598.0,149955.0,2024-12-10,2024-12-12
1063.0,188.0,user188@example.com,010-7026-9301,Japan,delivered,301363.0,73390.0,0.0,2025-01-28,2025-02-03
1064.0,199.0,user199@example.com,010-1191-1861,Japan,delivered,201347.0,44802.0,0.0,2024-12-11,2024-12-14
1065.0,172.0,user172@example.com,010-7711-1649,Japan,cancelled,122329.0,32348.0,85201.0,2025-01-10,2025-01-14
1066.0,8.0,user8@example.com,010-5134-8587,Japan,cancelled,121164.0,10102.0,92437.0,2025-01-10,2025-01-13
1067.0,175.0,user175@example.com,010-9828-2036,USA,delivered,442436.0,25744.0,0.0,2024-12-05,2024-12-10
1068.0,35.0,user35@example.com,010-5131-3148,South Korea,cancelled,223802.0,59071.0,130435.0,2025-01-27,2025-02-02
1069.0,81.0,user81@example.com,010-6457-7079,South Korea,cancelled,168790.0,33297.0,138892.0,2024-12-01,2024-12-04
1070.0,164.0,user164@example.com,010-3430-2879,Japan,cancelled,227145.0,21188.0,118658.0,2024-12-17,2024-12-19
1071.0,50.0,user50@example.com,010-8542-3011,Germany,shipped,336348.0,74906.0,0.0,2024-12-22,2024-12-28
1072.0,104.0,user104@example.com,010-4373-8357,Japan,delivered,77150.0,18866.0,0.0,2025-01-03,2025-01-04
1073.0,132.0,user132@example.com,010-2289-2447,South Korea,delivered,227470.0,41967.0,0.0,2025-01-25,2025-01-28
1074.0,2.0,user2@example.com,010-4199-7381,USA,pending,296003.0,61085.0,0.0,2025-01-14,2025-01-20
1075.0,134.0,user134@example.com,010-8522-7059,USA,delivered,474549.0,53424.0,0.0,2025-01-10,2025-01-13
1076.0,54.0,@nodomain.com,010-4183-6462,South Korea,delivered,130001.0,21009.0,0.0,2024-12-29,2025-01-04
1077.0,106.0,user106@example.com,010-4216-4136,South Korea,cancelled,182829.0,28749.0,126689.0,2024-12-04,2024-12-06
1078.0,4.0,user4@example.com,010-4318-3782,Japan,shipped,-12000.0,49047.0,0.0,2024-12-05,2024-12-06
1079.0,54.0,user54@example.com,010-8657-5920,Japan,cancelled,304741.0,76791.0,243182.0,2024-12-11,2024-12-12
1080.0,191.0,user191@example.com,010-7324-7327,South Korea,delivered,181582.0,45360.0,0.0,2025-01-25,2025-01-30
1081.0,146.0,user146@example.com,010-9417-1776,South Korea,delivered,269088.0,891.0,0.0,2025-01-20,2025-01-26
1082.0,44.0,user44@example.com,010-6208-1687,South Korea,cancelled,391986.0,88143.0,300082.0,2024-12-21,2024-12-24
1083.0,162.0,user162@example.com,010-1529-6067,South Korea,delivered,354166.0,80609.0,0.0,2025-01-04,2025-01-05
1084.0,190.0,user190@example.com,010-9080-6518,France,delivered,225952.0,45984.0,0.0,2024-12-12,2024-12-13
1085.0,14.0,user14@example.com,010-3153-7094,Germany,cancelled,432787.0,98190.0,337506.0,2024-12-26,2024-12-30
1086.0,95.0,user95@example.com,02-123-4567,South Korea,delivered,281279.0,71049.0,0.0,2025-01-20,2025-01-24
1087.0,48.0,user48@example.com,010-8692-4103,France,pending,272253.0,38414.0,0.0,2024-12-19,2024-12-20
1088.0,15.0,user15@example.com,010-3440-5135,USA,cancelled,21923.0,3302.0,21616.0,2025-01-14,2025-01-20
1089.0,,user200@example.com,010-8124-6201,Japan,delivered,493413.0,18461.0,0.0,2025-01-29,2025-02-03
1090.0,190.0,user190@example.com,010-1844-1446,Japan,delivered,65871.0,7616.0,0.0,2024-12-07,2024-12-08
1091.0,40.0,user40@example.com,010-4915-4109,south korea,delivered,119410.0,23047.0,0.0,2025-01-16,2025-01-18
1092.0,82.0,user82@example.com,010-2234-7587,South Korea,cancelled,30590.0,7162.0,17372.0,2025-01-24,2025-01-27
1093.0,111.0,user111@example.com,010-1226-5143,USA,shipped,321801.0,20969.0,0.0,2024-12-07,2024-12-12
1094.0,53.0,user53@example.com,010-8185-6558,Japan,cancelled,116227.0,4806.0,70251.0,2024-12-26,2024-12-28
1095.0,24.0,user24@example.com,010-1186-3535,South Korea,delivered,94105.0,18719.0,0.0,2025-01-09,2025-01-14
1096.0,154.0,user154@example.com,010-2932-3032,France,shipped,48835.0,28.0,0.0,2024-12-05,2024-12-07
1097.0,188.0,user188@example.com,010-2252-6509,USA,delivered,56138.0,3004.0,0.0,2024-12-21,2024-12-24
1098.0,124.0,user124@example.com,010-6074-2881,South Korea,cancelled,294412.0,2568.0,193312.0,2024-12-14,2024-12-17
1099.0,41.0,user41@example.com,010-1269-2630,France,delivered,345663.0,17306.0,0.0,2024-12-04,2024-12-08
1100.0,157.0,user157@example.com,010-5405-7139,France,shipped,201703.0,10972.0,0.0,2024-12-23,2024-12-29
1050.0,15.0,user15@example.com,010-2574-2695,France,delivered,242549.0,28209.0,0.0,2025-01-11,2025-01-13
1102.0,45.0,user45@example.com,010-4258-4262,South Korea,delivered,344554.0,41587.0,0.0,2024-12-20,2024-12-24
1103.0,65.0,user65@example.com,010-2445-7263,USA,delivered,13603.0,3568.0,0.0,2024-12-15,2024-12-17
1104.0,89.0,user89@example.com,010-9411-1052,Japan,delivered,164950.0,25243.0,0.0,2025-01-19,2025-01-23
1105.0,71.0,user71@example.com,010-6570-8579,USA,delivered,486683.0,105621.0,0.0,2025-01-21,2025-01-24
1106.0,9.0,spaces in@email.com,010-2666-7901,France,shipped,292156.0,9127.0,0.0,2025-01-14,2025-01-19
1107.0,88.0,user88@example.com,010-3785-1719,USA,delivered,130841.0,8849.0,0.0,2024-12-29,2025-01-02
1108.0,129.0,user129@example.com,010-9597-7855,Germany,delivered,263256.0,55516.0,0.0,2024-12-08,2024-12-10
1109.0,136.0,user136@example.com,010-3294-9263,Germany,shipped,174613.0,2766.0,0.0,2025-01-10,2025-01-12
1110.0,63.0,user63@example.com,010-5482-1698,Germany,cancelled,268461.0,39190.0,215692.0,2025-01-17,2025-01-23
1111.0,139.0,user139@example.com,010-8243-6918,Japan,delivered,67242.0,12091.0,0.0,2024-12-19,2024-12-22
1112.0,81.0,user81@example.com,010-1348-6374,South Korea,delivered,70694.0,12770.0,0.0,2025-01-17,2025-01-19
1113.0,136.0,user136@example.com,010-8869-1307,South Korea,cancelled,76053.0,523.0,74940.0,2025-01-08,2025-01-09
1114.0,163.0,user163@example.com,010-4416-5820,Germany,delivered,470211.0,45438.0,0.0,2025-01-15,2025-01-20
1115.0,163.0,user163@example.com,010-4558-5478,South Korea,cancelled,367785.0,70228.0,364127.0,2024-12-28,2025-01-01
1116.0,33.0,user33@example.com,010-7531-5620,Japan,delivered,85379.0,3816.0,0.0,2025-01-15,2025-01-21
1117.0,123.0,user123@example.com,010-3985-9112,South Korea,pending,98233.0,20494.0,0.0,2025-01-26,2025-01-31
1118.0,5.0,user5@example.com,010-9467-3547,Japan,delivered,366761.0,82073.0,0.0,2024-12-27,2024-12-30
1119.0,41.0,user41@example.com,010-1336-3979,Germany,delivered,82301.0,24245.0,0.0,2024-12-04,2024-12-10
1120.0,28.0,user28@example.com,010-4968-1910,Germany,delivered,121108.0,7624.0,0.0,2025-01-27,2025-01-31
1121.0,,user135@example.com,010-2996-4129,South Korea,shipped,481857.0,119278.0,0.0,2024-12-15,2024-12-19
1122.0,72.0,user72@example.com,010-6447-7129,France,shipped,131377.0,20507.0,0.0,2025-01-04,2025-01-05
1123.0,12.0,user12@example.com,010-6850-5204,Japan,shipped,332508.0,37254.0,0.0,2025-01-06,2025-01-09
1124.0,162.0,user162@example.com,010-8446-9519,South Korea,shipped,489422.0,17968.0,0.0,2024-12-01,2024-12-07
1125.0,33.0,user33@example.com,010-1314-2134,USA,delivered,190277.0,41985.0,0.0,2024-12-03,2024-12-09
1126.0,48.0,user48@example.com,010-5876-9102,Japan,shipped,13670.0,967.0,0.0,2025-01-16,2025-01-18
1127.0,151.0,user151@example.com,010-9347-6592,South Korea,delivered,125853.0,14023.0,0.0,2024-12-24,2024-12-25
1128.0,62.0,user62@example.com,010-2724-4343,USA,delivered,416284.0,7811.0,0.0,2024-12-27,2024-12-28
1129.0,37.0,user37@example.com,010-1886-1721,South Korea,delivered,432981.0,104093.0,0.0,2025-01-09,2025-01-15
1130.0,99.0,user99@example.com,010-8678-4357,South Korea,cancelled,385417.0,88637.0,224552.0,2025-01-05,2025-01-11
1131.0,172.0,user172@example.com,010-1870-7751,KOREA,delivered,60989.0,13423.0,0.0,2025-01-03,2025-01-08
1132.0,104.0,user104@example.com,010-1497-2756,South Korea,delivered,398778.0,35823.0,0.0,2024-12-29,2025-01-03
1133.0,35.0,user35@example.com,010-2117-3828,Japan,delivered,459746.0,23927.0,0.0,2024-12-24,2024-12-29
1134.0,193.0,user193@example.com,010-2647-7992,Japan,delivered,302302.0,57820.0,0.0,2024-12-24,2024-12-25
1135.0,101.0,user101@example.com,010-7771-1142,USA,cancelled,470733.0,70069.0,284160.0,2025-01-11,2025-01-13
1136.0,175.0,user175@example.com,010-3761-4435,USA,shipped,414285.0,22154.0,0.0,2024-12-04,2024-12-08
1137.0,131.0,user131@example.com,010-7622-8069,Germany,pending,335151.0,68965.0,0.0,2024-12-03,2024-12-08
1138.0,1.0,user1@example.com,010-5512-2848,USA,delivered,290707.0,86438.0,0.0,2025-01-03,2025-01-05
1139.0,5.0,user5@example.com,010-3696-2717,USA,pending,177544.0,39799.0,0.0,2025-01-26,2025-01-29
1140.0,142.0,user142@example.com,010-4072-3786,South Korea,cancelled,83847.0,18614.0,75149.0,2025-01-18,2025-01-23
1141.0,103.0,user103@example.com,010-4791-4871,Japan,delivered,304452.0,86797.0,0.0,2024-12-23,2024-12-27
1142.0,27.0,user27@example.com,010-2806-2504,Japan,cancelled,162465.0,9891.0,140599.0,2025-01-22,2025-01-25
1143.0,137.0,user137@example.com,010-4308-8117,South Korea,delivered,433887.0,73615.0,0.0,2025-01-25,2025-01-28
1144.0,15.0,user15@example.com,010-6048-9263,Japan,delivered,496702.0,145978.0,0.0,2025-01-21,2025-01-25
1145.0,90.0,user90@example.com,010-2690-4303,Japan,cancelled,377452.0,18717.0,322888.0,2024-12-23,2024-12-28
1146.0,42.0,user42@example.com,010-4113-8850,Germany,delivered,49788.0,10459.0,0.0,2025-01-14,2025-01-15
1147.0,124.0,user124@example.com,010-7416-2504,France,cancelled,147899.0,25992.0,83738.0,2024-12-05,2024-12-09
1148.0,179.0,user179@example.com,010-9924-4924,Japan,shipped,59009.0,10382.0,0.0,2024-12-31,2025-01-04
1149.0,63.0,user63@example.com,010-9615-5485,South Korea,delivered,327003.0,68442.0,0.0,2025-01-22,2025-01-26
1150.0,96.0,user96@example.com,010-9100-9684,South Korea,shipped,383769.0,107027.0,0.0,2025-01-10,2025-01-13
1080.0,52.0,user52@example.com,010-1191-9690,France,delivered,463209.0,108750.0,0.0,2025-01-26,2025-01-28
1152.0,96.0,user96@example.com,010-5917-6831,France,shipped,221895.0,3737.0,0.0,2025-01-26,2025-01-27
1153.0,132.0,user132@example.com,010-5322-7999,South Korea,cancelled,451181.0,115420.0,393849.0,2025-01-29,2025-02-03
1154.0,151.0,user151@example.com,010-8282-2874,USA,cancelled,439556.0,29741.0,340507.0,2025-01-23,2025-01-28
1155.0,143.0,user143@example.com,010-5763-9464,South Korea,cancelled,162012.0,18319.0,85683.0,2024-12-06,2024-12-08
1156.0,171.0,user171@example.com,010-2051-8538,South Korea,shipped,435106.0,60271.0,0.0,2025-01-06,2025-01-10
1157.0,29.0,user29@example.com,010-8411-7320,South Korea,delivered,190958.0,27550.0,0.0,2025-01-26,2025-01-27
1158.0,36.0,user36@example.com,010-3105-1307,South Korea,delivered,151950.0,19838.0,0.0,2024-12-10,2024-12-15
1159.0,13.0,user13@example.com,010-8737-4359,France,delivered,326292.0,91755.0,0.0,2025-01-09,2025-01-15
1160.0,160.0,user160@example.com,010-4176-2251,USA,delivered,167549.0,35488.0,0.0,2024-12-07,2024-12-12
1161.0,71.0,user71@example.com,010-6366-2517,South Korea,delivered,99999999.0,60015.0,0.0,2025-01-08,2025-01-12
1162.0,187.0,user187@example.com,010-7226-6305,USA,delivered,306867.0,4588.0,0.0,2025-01-07,2025-01-13
1163.0,86.0,user86@example.com,010-6869-9039,France,delivered,283902.0,76987.0,0.0,2024-12-21,2024-12-23
1164.0,28.0,user28@example.com,010-5891-5992,France,delivered,193308.0,52738.0,0.0,2024-12-20,2024-12-21
1165.0,66.0,user66@example.com,010-2961-3863,South Korea,pending,276507.0,64720.0,0.0,2024-12-03,2024-12-05
1166.0,170.0,user170@example.com,010-7603-5567,South Korea,pending,300260.0,633.0,0.0,2025-01-20,2025-01-22
1167.0,45.0,user45@example.com,010-7513-5005,South Korea,pending,275115.0,4728.0,0.0,2024-12-22,2024-12-23
1168.0,62.0,user62@example.com,010-1183-8755,South Korea,cancelled,224988.0,15202.0,175796.0,2025-01-16,2025-01-17
1169.0,185.0,user185@example.com,010-4358-7615,South Korea,pending,12260.0,483.0,0.0,2024-12-04,2024-12-09
1170.0,134.0,user134@example.com,010-7797-9728,USA,shipped,295596.0,35368.0,0.0,2024-12-28,2025-01-02
1171.0,28.0,user28@example.com,010-8678-6698,South Korea,delivered,200000.0,24462.0,800000.0,2024-12-12,2024-12-13
1172.0,28.0,user28@example.com,010-2273-7653,South Korea,cancelled,323075.0,45753.0,220057.0,2025-01-07,2025-01-13
1173.0,108.0,user108@example.com,010-2096-9002,South Korea,cancelled,380875.0,1531.0,328641.0,2025-01-20,2025-01-23
1174.0,44.0,user44@example.com,010-5247-6314,South Korea,delivered,252720.0,21437.0,0.0,2025-01-05,2025-01-10
1175.0,84.0,user84@example.com,010-4354-1270,South Korea,delivered,273470.0,3659.0,0.0,2025-01-16,2025-01-19
1176.0,30.0,user30@example.com,010-2186-7305,Japan,delivered,475982.0,5182.0,0.0,2025-01-10,2025-01-16
1177.0,190.0,user190@example.com,010-3398-7995,South Korea,pending,424348.0,35100.0,0.0,2024-12-05,2024-12-06
1178.0,75.0,user75@example.com,010-8299-5182,South Korea,cancelled,457547.0,37832.0,364072.0,2024-12-13,2024-12-19
1179.0,128.0,user128@example.com,010-3230-7511,Japan,delivered,407814.0,96300.0,0.0,2024-12-23,2024-12-28
1180.0,92.0,user92@example.com,010-1128-4672,USA,delivered,58915.0,17230.0,0.0,2025-01-27,2025-01-29
1181.0,190.0,user190@example.com,010-5765-4970,South Korea,delivered,78751.0,8770.0,0.0,2020-03-15,2025-01-20
1182.0,129.0,user129@example.com,010-8545-6552,South Korea,delivered,265679.0,34184.0,0.0,2024-12-30,2025-01-03
1183.0,121.0,user121@example.com,010-1627-7589,South Korea,delivered,126804.0,32137.0,0.0,2025-01-06,2025-01-09
1184.0,27.0,user27@example.com,010-3044-3341,France,cancelled,240964.0,19384.0,197614.0,2024-12-25,2024-12-31
1185.0,190.0,user190@example.com,010-6884-9185,Japan,cancelled,200211.0,9393.0,129980.0,2025-01-17,2025-01-18
1186.0,121.0,user121@example.com,010-1249-3925,Japan,delivered,276960.0,70882.0,0.0,2024-12-27,2025-01-02
1187.0,116.0,user116@example.com,010-6043-1974,France,delivered,374703.0,5227.0,0.0,2025-01-20,2025-01-21
1188.0,3.0,user3@example.com,010-8192-3672,South Korea,pending,359168.0,66773.0,0.0,2024-12-14,2024-12-19
1189.0,103.0,user103@example.com,010-8279-8531,Germany,delivered,263011.0,44343.0,0.0,2025-01-26,2025-01-31
1190.0,198.0,user198@example.com,010-9662-2987,Japan,pending,412085.0,42765.0,0.0,2025-01-17,2025-01-22
1191.0,200.0,user200@example.com,010-1090-9721,South Korea,delivered,218277.0,20640.0,0.0,2025-01-28,2025-02-03
1192.0,155.0,user155@example.com,010-5059-3773,Japan,cancelled,448874.0,103940.0,389180.0,2025-01-16,2025-01-20
1193.0,137.0,user137@example.com,010-9383-8409,USA,delivered,40284.0,1044.0,0.0,2025-01-23,2025-01-28
1194.0,62.0,user62@example.com,010-5440-8347,Japan,delivered,477557.0,33923.0,0.0,2025-01-05,2025-01-06
1195.0,165.0,user165@example.com,010-2008-4783,France,delivered,329073.0,72309.0,0.0,2025-01-08,2025-01-13
1196.0,51.0,user51@example.com,010-7646-5298,South Korea,shipped,193137.0,31770.0,0.0,2024-12-16,2024-12-18
1197.0,172.0,user172@example.com,010-5668-5287,USA,delivered,102591.0,3939.0,0.0,2025-01-25,2025-01-30
1198.0,152.0,user152@example.com,010-3052-7009,South Korea,shipped,242196.0,64095.0,0.0,2024-12-22,2024-12-28
1199.0,59.0,user59@example.com,010-2716-1310,Germany,shipped,101306.0,11958.0,0.0,2024-12-21,2024-12-25
1200.0,118.0,user118@example.com,010-5538-2260,Japan,delivered,87334.0,21690.0,0.0,2025-01-23,2025-01-25
,160.0,user160@example.com,010-4932-1584,South Korea,delivered,310589.0,73396.0,0.0,2024-12-21,2024-12-27
1202.0,96.0,user96@example.com,010-8616-9551,South Korea,delivered,263927.0,49441.0,0.0,2024-12-08,2024-12-14
1203.0,180.0,user180@example.com,010-3866-6898,South Korea,pending,336698.0,49947.0,0.0,2025-01-18,2025-01-24
1204.0,113.0,user113@example.com,010-3011-7251,South Korea,delivered,465155.0,136693.0,0.0,2024-12-16,2024-12-17
1205.0,62.0,user62@example.com,010-5939-5006,South Korea,delivered,268469.0,11676.0,0.0,2025-01-28,2025-02-03
1206.0,186.0,user186@example.com,010-2625-1890,USA,delivered,292561.0,63646.0,0.0,2025-01-24,2025-01-25
1207.0,52.0,user52@example.com,010-7078-8036,Japan,delivered,49365.0,2831.0,0.0,2024-12-31,2025-01-06
1208.0,12.0,user12@example.com,010-9923-4961,USA,delivered,360230.0,36556.0,0.0,2025-01-11,2025-01-14
1209.0,39.0,user39@example.com,010-3504-9806,France,delivered,202953.0,18795.0,0.0,2024-12-10,2024-12-12
1210.0,130.0,user130@example.com,010-4806-7100,Japan,delivered,488479.0,138782.0,0.0,2025-01-01,2025-01-04
1211.0,131.0,user131@example.com,010-2719-7686,USA,cancelled,100000.0,500000.0,276723.0,2025-01-28,2025-02-03
1212.0,113.0,user113@example.com,010-2587-8000,USA,delivered,263628.0,14474.0,0.0,2025-01-03,2025-01-05
1213.0,101.0,user101@example.com,010-1896-6558,South Korea,delivered,65995.0,436.0,0.0,2024-12-09,2024-12-11
1214.0,113.0,user113@example.com,010-9469-5647,South Korea,delivered,430411.0,92970.0,0.0,2024-12-17,2024-12-21
1215.0,184.0,user184@example.com,010-3432-4904,South Korea,delivered,400892.0,50271.0,0.0,2024-12-11,2024-12-14
1216.0,81.0,user81@example.com,010-7837-2449,South Korea,cancelled,96370.0,2568.0,87790.0,2025-01-01,2025-01-05
1217.0,187.0,user187@example.com,010-5500-6454,South Korea,delivered,151163.0,31007.0,0.0,2024-12-10,2024-12-12
1218.0,113.0,user113@example.com,010-5117-9869,South Korea,delivered,397737.0,65043.0,0.0,2024-12-22,2024-12-23
1219.0,2.0,user2@example.com,010-3028-7845,Germany,delivered,96688.0,28441.0,0.0,2025-01-26,2025-01-28
1220.0,130.0,user130@example.com,010-4758-6904,USA,delivered,459287.0,31334.0,0.0,2024-12-17,2024-12-21
1221.0,54.0,user54@example.com,010-5624-9848,South Korea,delivered,215141.0,26074.0,0.0,2099-12-31,2024-12-07
1222.0,87.0,user87@example.com,010-1165-5591,South Korea,cancelled,48084.0,7826.0,41428.0,2025-01-17,2025-01-23
1223.0,129.0,user129@example.com,010-1589-5524,South Korea,delivered,408796.0,97093.0,0.0,2025-01-21,2025-01-27
1224.0,147.0,user147@example.com,010-3821-7509,Japan,delivered,189887.0,31265.0,0.0,2025-01-16,2025-01-19
1225.0,126.0,user126@example.com,010-8693-1071,Japan,cancelled,265617.0,48839.0,136062.0,2024-12-25,2024-12-31
1226.0,130.0,user130@example.com,010-4580-8962,Germany,pending,60591.0,4111.0,0.0,2025-01-28,2025-02-03
1227.0,53.0,user53@example.com,010-1268-3462,South Korea,shipped,6279.0,1595.0,0.0,2024-12-21,2024-12-25
1228.0,172.0,user172@example.com,010-2015-8984,Germany,delivered,320803.0,41252.0,0.0,2025-01-06,2025-01-09
1229.0,160.0,user160@example.com,010-1406-8384,France,cancelled,260012.0,10995.0,205025.0,2025-01-07,2025-01-12
1230.0,198.0,user198@example.com,010-7049-7169,South Korea,pending,298802.0,59538.0,0.0,2025-01-18,2025-01-19
1231.0,160.0,user160@example.com,010-8982-1985,USA,pending,397903.0,25795.0,0.0,2024-12-01,2024-12-02
